"readcode","medcode","recK","recK_ID","medcodeid.nealon","originalreadcode.nealon","snomedctconceptid","snomedctdescriptionid.nealon","recN","recN_ID","recLSHTM","recLSHTM_ID","recP","recP_ID","level","originalreadcode.ds","medcodeid.ds","recDS","recDS_ID","readterm","sctid","medcodeid.primis","originalreadcode.primis","readterm.emis","snomedctdescriptionid.primis","recPRIMIS","recPRIMIS_ID","recADD","source","medcodeid","originalreadcode_a","readcode_a","snomedctconceptid_a","snomedctdescriptionid_a","release_a","emiscodecategoryid_a","snomedctconceptid_clean","snomedctdescriptionid_clean","brand","havebrand"
"8ME..00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1193119","1756791000000118","DS","251","Influenza vaccination requested",NA,NA,NA,NA,NA,NA,NA,NA,"DS","1756791000000118","8ME","8ME..00","736818002","3525144014",NA,"9","736818002","3525144014","","0"
"8ME..00","109363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1193119","11931191000006114","DS","252","Influenza vaccination requested",NA,NA,NA,NA,NA,NA,NA,NA,"DS","11931191000006114","^ESCT1193119","","785541000000100","1756791000000118",NA,"32","736818002","1756791000000118","","0"
"8ME..00","109363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1193119","1877751000006117","DS","253","Influenza vaccination requested",NA,NA,NA,NA,NA,NA,NA,NA,"DS","1877751000006117","11931191000006114","","785541000000100","1756791000000118",NA,"32","736818002","1756791000000118","","0"
"8ME..00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EMISNQIN183","1756791000000118","DS","254","Influenza vaccination requested",NA,NA,NA,NA,NA,NA,NA,NA,"DS","1756791000000118","8ME","8ME..00","736818002","3525144014",NA,"9","736818002","3525144014","","0"
"8ME..00","109363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EMISNQIN183","11931191000006114","DS","255","Influenza vaccination requested",NA,NA,NA,NA,NA,NA,NA,NA,"DS","11931191000006114","^ESCT1193119","","785541000000100","1756791000000118",NA,"32","736818002","1756791000000118","","0"
"8ME..00","109363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EMISNQIN183","1877751000006117","DS","256","Influenza vaccination requested",NA,NA,NA,NA,NA,NA,NA,NA,"DS","1877751000006117",NA,NA,NA,NA,NA,NA,"736818002",NA,"","0"
"8ME..00","109363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8ME","1756791000000118","DS","257","Influenza vaccination requested",NA,NA,NA,NA,NA,NA,NA,NA,"DS","1756791000000118","8ME","8ME..00","736818002","3525144014",NA,"9","736818002","3525144014","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN324689","6569221000006119","DS","260","Influenza vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6569221000006119","^ESCTIN656922","","396425006","1785574019",NA,"31","396425006","1785574019","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN324689","3246891000006118","DS","261","Influenza vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","3246891000006118","^ESCTIN324689","","46233009","1230328013",NA,"31","46233009","1230328013","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN656922","6569221000006119","DS","262","Influenza vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6569221000006119","^ESCTIN656922","","396425006","1785574019",NA,"31","396425006","1785574019","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN656922","3246891000006118","DS","263","Influenza vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","3246891000006118","^ESCTIN324689","","46233009","1230328013",NA,"31","46233009","1230328013","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN1023457","10234571000006113","DS","264","Influenza vaccine (live attenuated) nasal suspension 0.2ml unit dose",NA,NA,NA,NA,NA,NA,NA,NA,"DS","10234571000006113",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN1023609","10236091000006111","DS","265","Influenza vaccine (live attenuated) nasal suspension 0.2ml unit dose 10 unit dose",NA,NA,NA,NA,NA,NA,NA,NA,"DS","10236091000006111",NA,NA,NA,NA,NA,NA,"19840311000001103",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN982257","9822571000006110","DS","266","Influenza vaccine (split virion, inactivated) 15microgram strain suspension for injection 0.1ml pre-filled syringes",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9822571000006110",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN982246","9822461000006116","DS","267","Influenza vaccine (split virion, inactivated) 15microgram strain suspension for injection 0.1ml pre-filled syringes 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9822461000006116",NA,NA,NA,NA,NA,NA,"15506411000001108",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN1029125","10291251000006114","DS","268","Influenza vaccine (split virion, inactivated) 15microgram strain suspension for injection 0.1ml pre-filled syringes 10 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","10291251000006114",NA,NA,NA,NA,NA,NA,"20450511000001103",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN981936","9819361000006110","DS","269","Influenza vaccine (split virion, inactivated) 9microgram strain suspension for injection 0.1ml pre-filled syringes",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9819361000006110",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN981786","9817861000006111","DS","270","Influenza vaccine (split virion, inactivated) 9microgram strain suspension for injection 0.1ml pre-filled syringes 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9817861000006111",NA,NA,NA,NA,NA,NA,"15454411000001100",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1257738","12577381000006110","DS","271","Influenza vaccine (split virion, inactivated) High Dose solution for injection 0.5ml pre-filled syringes",NA,NA,NA,NA,NA,NA,NA,NA,"DS","12577381000006110",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1257725","12577251000006113","DS","272","Influenza vaccine (split virion, inactivated) High Dose solution for injection 0.5ml pre-filled syringes 5 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","12577251000006113",NA,NA,NA,NA,NA,NA,"36754011000001102",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1260721","12607211000006113","DS","273","Influenza vaccine (split virion, inactivated) High Dose suspension for injection 0.5ml pre-filled syringes",NA,NA,NA,NA,NA,NA,NA,NA,"DS","12607211000006113",NA,NA,NA,NA,NA,NA,"36755311000001100",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1260718","12607181000006114","DS","274","Influenza vaccine (split virion, inactivated) High Dose suspension for injection 0.5ml pre-filled syringes 5 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","12607181000006114",NA,NA,NA,NA,NA,NA,"36754011000001102",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN919391","9193911000006117","DS","275","Influenza vaccine (split virion, inactivated) suspension for injection 0.25ml pre-filled syringes",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9193911000006117",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN919192","9191921000006112","DS","276","Influenza vaccine (split virion, inactivated) suspension for injection 0.25ml pre-filled syringes (sanofi pasteur MSD Ltd)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9191921000006112",NA,NA,NA,NA,NA,NA,"9509211000001106",NA,"sanofi pasteur MSD Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN919194","9191941000006117","DS","277","Influenza vaccine (split virion, inactivated) suspension for injection 0.25ml pre-filled syringes (sanofi pasteur MSD Ltd) 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9191941000006117",NA,NA,NA,NA,NA,NA,"9509311000001103",NA,"sanofi pasteur MSD Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN919190","9191901000006119","DS","278","Influenza vaccine (split virion, inactivated) suspension for injection 0.25ml pre-filled syringes 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9191901000006119",NA,NA,NA,NA,NA,NA,"9509111000001100",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN618691","6186911000006118","DS","279","Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6186911000006118",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN926577","9265771000006114","DS","280","Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (A A H Pharmaceuticals Ltd)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9265771000006114",NA,NA,NA,NA,NA,NA,NA,NA,"A A H Pharmaceuticals Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN926578","9265781000006112","DS","281","Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (A A H Pharmaceuticals Ltd) 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9265781000006112",NA,NA,NA,NA,NA,NA,"10134011000001100",NA,"A A H Pharmaceuticals Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1176050","106208101000001118","DS","282","Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (A A H Pharmaceuticals Ltd) 10 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","106208101000001118",NA,NA,NA,NA,NA,NA,"35031411000001107",NA,"A A H Pharmaceuticals Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN938007","9380071000006110","DS","283","Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (Pfizer Ltd)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9380071000006110",NA,NA,NA,NA,NA,NA,NA,NA,"Pfizer","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN1035725","10357251000006118","DS","284","Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (Pfizer Ltd) 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","10357251000006118",NA,NA,NA,NA,NA,NA,"21146511000001108",NA,"Pfizer","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN938008","9380081000006113","DS","285","Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (Pfizer Ltd) 10 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9380081000006113",NA,NA,NA,NA,NA,NA,"11278511000001108",NA,"Pfizer","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN860383","8603831000006118","DS","286","Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (sanofi pasteur MSD Ltd)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","8603831000006118","^ESCTIN860383","","3244411000001106","38186301000001115",NA,"31","3244411000001106","38186301000001115","sanofi pasteur MSD Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN860386","8603861000006110","DS","287","Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (sanofi pasteur MSD Ltd) 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","8603861000006110",NA,NA,NA,NA,NA,NA,NA,NA,"sanofi pasteur MSD Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN860392","8603921000006113","DS","288","Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (sanofi pasteur MSD Ltd) 10 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","8603921000006113",NA,NA,NA,NA,NA,NA,NA,NA,"sanofi pasteur MSD Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1188860","11888601000006119","DS","289","Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (Sanofi Pasteur)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","11888601000006119",NA,NA,NA,NA,NA,NA,NA,NA,"Sanofi Pasteur","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1183564","11835641000006118","DS","290","Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (Sanofi Pasteur) 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","11835641000006118",NA,NA,NA,NA,NA,NA,"3244811000001108",NA,"Sanofi Pasteur","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1179661","11796611000006116","DS","291","Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (Sanofi Pasteur) 10 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","11796611000006116",NA,NA,NA,NA,NA,NA,"3245611000001105",NA,"Sanofi Pasteur","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN860379","8603791000006113","DS","292","Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","8603791000006113",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN860382","8603821000006116","DS","293","Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes 10 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","8603821000006116",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN618696","6186961000006115","DS","294","Influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6186961000006115",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN860443","8604431000006117","DS","295","Influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes (Novartis Vaccines and Diagnostics Ltd)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","8604431000006117",NA,NA,NA,NA,NA,NA,NA,NA,"Novartis Vaccines and Diagnostics Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN860444","8604441000006110","DS","296","Influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes (Novartis Vaccines and Diagnostics Ltd) 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","8604441000006110",NA,NA,NA,NA,NA,NA,"3252711000001107",NA,"Novartis Vaccines and Diagnostics Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN860446","8604461000006114","DS","297","Influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes (Novartis Vaccines and Diagnostics Ltd) 10 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","8604461000006114",NA,NA,NA,NA,NA,NA,"3252911000001109",NA,"Novartis Vaccines and Diagnostics Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN860420","8604201000006112","DS","298","Influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","8604201000006112",NA,NA,NA,NA,NA,NA,"3249211000001106",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN860419","8604191000006114","DS","299","Influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes 10 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","8604191000006114",NA,NA,NA,NA,NA,NA,"3249011000001101",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN652438","9279861000006115","DS","300","Influenza vaccine (surface antigen, inactivated, virosome) suspension for injection 0.5ml pre-filled syringes",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9279861000006115",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN652438","6524381000006117","DS","301","Influenza vaccine (surface antigen, inactivated, virosome) suspension for injection 0.5ml pre-filled syringes",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6524381000006117",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN927986","9279861000006115","DS","302","Influenza vaccine (surface antigen, inactivated, virosome) suspension for injection 0.5ml pre-filled syringes",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9279861000006115",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN927986","6524381000006117","DS","303","Influenza vaccine (surface antigen, inactivated, virosome) suspension for injection 0.5ml pre-filled syringes",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6524381000006117",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN927953","9279531000006114","DS","304","Influenza vaccine (surface antigen, inactivated, virosome) suspension for injection 0.5ml pre-filled syringes 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9279531000006114",NA,NA,NA,NA,NA,NA,"10306211000001103",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN927954","9279541000006116","DS","305","Influenza vaccine (surface antigen, inactivated, virosome) suspension for injection 0.5ml pre-filled syringes 10 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9279541000006116",NA,NA,NA,NA,NA,NA,"10306311000001106",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1268009","12680091000006111","DS","306","Influenza vaccine adjuvanted trivalent (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes",NA,NA,NA,NA,NA,NA,NA,NA,"DS","12680091000006111",NA,NA,NA,NA,NA,NA,"37531311000001101",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1267875","12678751000006112","DS","307","Influenza vaccine adjuvanted trivalent (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","12678751000006112",NA,NA,NA,NA,NA,NA,"37547311000001106",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1267872","12678721000006115","DS","308","Influenza vaccine adjuvanted trivalent (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes 10 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","12678721000006115",NA,NA,NA,NA,NA,NA,"37513211000001101",NA,"","0"
"ZV04800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN796840","460224014","DS","309","Influenza vaccine needed",NA,NA,NA,NA,NA,NA,NA,NA,"DS","460224014","ZV048","ZV04800","1411000119106","2916683016",NA,"9","1411000119106","2916683016","","0"
"ZV04800","12336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN796840","7968401000006113","DS","310","Influenza vaccine needed",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7968401000006113",NA,NA,NA,NA,NA,NA,"1411000119106",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN577372","5773721000006118","DS","311","Influenza vaccine poisoning of undetermined intent",NA,NA,NA,NA,NA,NA,NA,NA,"DS","5773721000006118",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGA127172NEMIS","2394831000033118","DS","312","Influenza Vaccine Tetra Myl",NA,NA,NA,NA,NA,NA,NA,NA,"DS","2394831000033118",NA,NA,NA,NA,NA,NA,NA,NA,"Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H5N1","^ESCTIN706520","7065201000006114","DS","313","Influenza virus H5N1 vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7065201000006114",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H5N1","^ESCTIN706520","7068031000006115","DS","314","Influenza virus H5N1 vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7068031000006115",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H5N1","^ESCTIN706803","7065201000006114","DS","315","Influenza virus H5N1 vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7065201000006114",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H5N1","^ESCTIN706803","7068031000006115","DS","316","Influenza virus H5N1 vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7068031000006115",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H5N1","^ESCTIN706863","7068631000006110","DS","317","Influenza virus H5N1 vaccine injection solution 5mL multi-dose vial",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7068631000006110",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1","DRGC131919NEMIS","12577341000006116","DS","318","Influenza virus inactivated split (H1N1, H3N2-like, B/Brisbane/60/2008-like, strains)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","12577341000006116",NA,NA,NA,NA,NA,NA,"36754911000001103",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1","DRGC131919NEMIS","1256621000033114","DS","319","Influenza virus inactivated split (H1N1, H3N2-like, B/Brisbane/60/2008-like, strains)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","1256621000033114",NA,NA,NA,NA,NA,NA,"36754911000001103",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1","^ESCT1257734","12577341000006116","DS","320","Influenza virus inactivated split (H1N1, H3N2-like, B/Brisbane/60/2008-like, strains)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","12577341000006116",NA,NA,NA,NA,NA,NA,"36754911000001103",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1","^ESCT1257734","1256621000033114","DS","321","Influenza virus inactivated split (H1N1, H3N2-like, B/Brisbane/60/2008-like, strains)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","1256621000033114",NA,NA,NA,NA,NA,NA,"36754911000001103",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN1022347","10223471000006113","DS","322","Influenza virus live attenuated",NA,NA,NA,NA,NA,NA,NA,NA,"DS","10223471000006113",NA,NA,NA,NA,NA,NA,"19699211000001101",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGC52408NEMIS","981021000033118","DS","323","Influenza Virus Live Attenuated",NA,NA,NA,NA,NA,NA,NA,NA,"DS","981021000033118",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN936971","9369711000006111","DS","324","Influenza virus split virion",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9369711000006111",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1","^ESCTIN988251","9882511000006112","DS","325","Influenza virus split virion (H1N1 strain) inactivated",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9882511000006112",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN324690","3246901000006119","DS","326","Influenza virus vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","3246901000006119",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN324690","6569211000006110","DS","327","Influenza virus vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6569211000006110","^ESCTIN656921","","396425006","1776363011",NA,"31","396425006","1776363011","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN656921","3246901000006119","DS","328","Influenza virus vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","3246901000006119","6569211000006110","","396425006","1776363011",NA,"31","396425006","1776363011","","0"
